Name,Date,Transect,Deployment,QAQC_by,Drop_time,Notes,Height (cm),Latitude,Longitude,Depth,Camera,Photographer,Water quality,Strobes,Framing gear used,White balance card,Comments,Row,Column,Label,Annotator,Date annotated
T10D5_20210701.png,2021-07-01,10,5,,1533,,,48.53860,-122.99969,9.25,,,,,,,,1172,650,NEFI,whippo,2021-07-06 05:22:22+00:00
T10D5_20210701.png,2021-07-01,10,5,,1533,,,48.53860,-122.99969,9.25,,,,,,,,1204,2185,MGSU,whippo,2021-07-07 17:42:29+00:00
T10D5_20210701.png,2021-07-01,10,5,,1533,,,48.53860,-122.99969,9.25,,,,,,,,1339,1247,MGSU,whippo,2021-07-05 22:06:57+00:00
T10D5_20210701.png,2021-07-01,10,5,,1533,,,48.53860,-122.99969,9.25,,,,,,,,1645,1299,MGSU,whippo,2021-07-05 22:06:57+00:00
T10D5_20210701.png,2021-07-01,10,5,,1533,,,48.53860,-122.99969,9.25,,,,,,,,1538,2177,RAFI,whippo,2021-07-07 17:42:29+00:00
T10D5_20210701.png,2021-07-01,10,5,,1533,,,48.53860,-122.99969,9.25,,,,,,,,1435,2061,RAFI,whippo,2021-07-07 17:42:29+00:00
T10D5_20210701.png,2021-07-01,10,5,,1533,,,48.53860,-122.99969,9.25,,,,,,,,1378,2238,MGSU,whippo,2021-07-07 17:42:29+00:00
T10D5_20210701.png,2021-07-01,10,5,,1533,,,48.53860,-122.99969,9.25,,,,,,,,1624,2513,OBSC,whippo,2021-07-05 22:06:57+00:00
T10D5_20210701.png,2021-07-01,10,5,,1533,,,48.53860,-122.99969,9.25,,,,,,,,1713,914,MGSU,whippo,2021-07-05 22:06:57+00:00
T10D5_20210701.png,2021-07-01,10,5,,1533,,,48.53860,-122.99969,9.25,,,,,,,,1880,2101,BARK,whippo,2021-07-07 17:42:29+00:00
T10D5_20210701.png,2021-07-01,10,5,,1533,,,48.53860,-122.99969,9.25,,,,,,,,1813,2192,BARK,whippo,2021-07-07 17:42:29+00:00
T13D1_20210701.png,2021-07-01,13,1,,1458,,,48.53684,-122.99848,7,,,,,,,,337,1343,NEFI,whippo,2021-07-07 17:46:53+00:00
T13D1_20210701.png,2021-07-01,13,1,,1458,,,48.53684,-122.99848,7,,,,,,,,369,1862,KELP,whippo,2021-07-07 17:46:53+00:00
T13D1_20210701.png,2021-07-01,13,1,,1458,,,48.53684,-122.99848,7,,,,,,,,938,514,NEFI,whippo,2021-07-06 05:23:31+00:00
T13D1_20210701.png,2021-07-01,13,1,,1458,,,48.53684,-122.99848,7,,,,,,,,599,626,NEFI,whippo,2021-07-06 05:23:31+00:00
T13D1_20210701.png,2021-07-01,13,1,,1458,,,48.53684,-122.99848,7,,,,,,,,708,1345,NEFI,whippo,2021-07-06 05:23:31+00:00
T13D1_20210701.png,2021-07-01,13,1,,1458,,,48.53684,-122.99848,7,,,,,,,,646,1512,NEFI,whippo,2021-07-06 05:23:31+00:00
T13D1_20210701.png,2021-07-01,13,1,,1458,,,48.53684,-122.99848,7,,,,,,,,651,2163,KELP,whippo,2021-07-07 17:46:53+00:00
T13D1_20210701.png,2021-07-01,13,1,,1458,,,48.53684,-122.99848,7,,,,,,,,1119,533,NEFI,whippo,2021-07-06 05:23:31+00:00
T13D1_20210701.png,2021-07-01,13,1,,1458,,,48.53684,-122.99848,7,,,,,,,,1166,798,NEFI,whippo,2021-07-06 05:23:31+00:00
T13D1_20210701.png,2021-07-01,13,1,,1458,,,48.53684,-122.99848,7,,,,,,,,1245,534,NEFI,whippo,2021-07-06 05:23:31+00:00
T13D1_20210701.png,2021-07-01,13,1,,1458,,,48.53684,-122.99848,7,,,,,,,,992,1011,NEFI,whippo,2021-07-06 05:23:31+00:00
T13D1_20210701.png,2021-07-01,13,1,,1458,,,48.53684,-122.99848,7,,,,,,,,1177,1342,NEFI,whippo,2021-07-06 05:23:31+00:00
T13D1_20210701.png,2021-07-01,13,1,,1458,,,48.53684,-122.99848,7,,,,,,,,1215,2063,KELP,whippo,2021-07-07 17:46:53+00:00
